,College_Name,One_Year_Fee,Enterance_Exam,Rating,Review_Counts,Approved_By,Place,More_Details
0,BITS Pilani (Pilani Campus),"₹ 541,575",BITSAT, 8.8 ,(501 Reviews),['UGC'],"Pilani,Rajasthan",https://collegedunia.com/university/25800-bits-pilani-pilani-campus-pilani
1,Institute of Chemical Technology - [ICT],"₹ 89,100",JEE MAIN, 8.7 ,(45 Reviews),"['UGC, NBA, MHRD']","Mumbai,Maharashtra",https://collegedunia.com/university/25705-institute-of-chemical-technology-ict-mumbai
2,Woxsen University,"₹ 372,500",VITEEE, 8.2 ,(138 Reviews),"['AICTE, COA, NBA, AACSB, AMBA']","Hyderabad,Telangana",https://collegedunia.com/university/60661-woxsen-university-hyderabad
3,Vellore Institute of Technology - [VIT University],"₹ 198,000",VITEEE, 8.4 ,(1660 Reviews),"['AICTE, UGC']","Vellore,TamilNadu",https://collegedunia.com/university/25914-vellore-institute-of-technology-vit-university-vellore
4,East Point Group of Institutions - [EPGI],"₹ 250,000",COMEDK UGET, 7.2 ,(93 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/13428-east-point-group-of-institutions-epgi-bangalore
5,Thapar Institute of Engineering and Technology - [Thapar University],"₹ 413,600",JEE MAIN, 8.1 ,(526 Reviews),['AICTE'],"Patiala,Punjab",https://collegedunia.com/university/25795-thapar-institute-of-engineering-and-technology-thapar-university-patiala
6,Parul University,"₹ 86,000",JEE MAIN, 8.1 ,(526 Reviews),['AICTE'],"Patiala,Punjab",https://collegedunia.com/university/25795-thapar-institute-of-engineering-and-technology-thapar-university-patiala
7,Indian Institute of Space Science and Technology - [IIST],"₹ 144,900",JEE ADVANCED, 8.4 ,(44 Reviews),"['AICTE, UGC']","Thiruvananthapuram,Kerala",https://collegedunia.com/university/25642-indian-institute-of-space-science-and-technology-iist-thiruvananthapuram
8,Institute of Technical Education and Research - [ITER],"₹ 235,000",SAAT, 8.2 ,(469 Reviews),"['AICTE, UGC']","Bhubaneswar,Orissa",https://collegedunia.com/college/13860-institute-of-technical-education-and-research-iter-bhubaneswar
9,Birla Institute of Technology - [BIT Mesra],"₹ 303,500",JEE MAIN, 7.3 ,(550 Reviews),"['AICTE, PCI, UGC, NBA']","Ranchi,Jharkhand",https://collegedunia.com/university/13088-birla-institute-of-technology-bit-mesra-ranchi
10,Delhi Technological University - [DTU],"₹ 219,000",JEE MAIN, 8.2 ,(795 Reviews),"['UGC, NBA']","NewDelhi,DelhiNCR",https://collegedunia.com/university/25449-delhi-technological-university-dtu-new-delhi
11,Amity University,"₹ 311,000",AMITY JEE, 8.1 ,(2020 Reviews),"['NCTE, AICTE, COA, BCI, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/54797-amity-university-noida
12,SRM Engineering College,"₹ 260,000",SRMJEEE, 7.3 ,(19 Reviews),"['AICTE, UGC, MHRD']","Kanchipuram,TamilNadu",https://collegedunia.com/college/28254-srm-engineering-college-kanchipuram
13,SSN College of Engineering - [SSNCE],"₹ 50,000",TNEA, 8.3 ,(91 Reviews),['AICTE'],"Chennai,TamilNadu",https://collegedunia.com/college/14867-ssn-college-of-engineering-ssnce-chennai
14,SASTRA University,"₹ 167,000",JEE MAIN, 8.3 ,(91 Reviews),['AICTE'],"Chennai,TamilNadu",https://collegedunia.com/college/14867-ssn-college-of-engineering-ssnce-chennai
15,Manipal Institute of Technology - [MIT],"₹ 335,000",MET, 8.6 ,(289 Reviews),"['AICTE, NBA']","Manipal,Karnataka",https://collegedunia.com/college/14265-manipal-institute-of-technology-mit-manipal
16,P.S.G College of Technology - [PSGCT],"₹ 88,140",TNEA, 8.8 ,(98 Reviews),['AICTE'],"Coimbatore,TamilNadu",https://collegedunia.com/college/24312-psg-college-of-technology-psgct-coimbatore
17,Sathyabama Institute of Science and Technology,"₹ 80,000",SAEEE, 7.9 ,(415 Reviews),"['DCI, AICTE, COA, PCI, INC']","Chennai,TamilNadu",https://collegedunia.com/university/25897-sathyabama-institute-of-science-and-technology-chennai
18,Kalinga Institute of Industrial Technology - [KIIT],"₹ 428,000",KIITEE, 8.5 ,(1007 Reviews),"['DCI, AICTE, INC, MCI, BCI']","Bhubaneswar,Orissa",https://collegedunia.com/university/25760-kalinga-institute-of-industrial-technology-kiit-bhubaneswar
19,K L University - [KLU],"₹ 275,000",KLUEEE, 8.3 ,(456 Reviews),"['AICTE, COA, PCI, UGC']","Guntur,AndhraPradesh",https://collegedunia.com/university/25362-k-l-university-klu-guntur
20,Kalasalingam Academy of Research and Education,"₹ 120,600",TNEA, 7 ,(174 Reviews),"['UGC, NBA']","Krishnankovil,TamilNadu",https://collegedunia.com/university/25883-kalasalingam-academy-of-research-and-education-krishnankovil
21,R V College of Engineering - [RVCE],"₹ 1,900,000",COMEDK UGET, 7.9 ,(290 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/14673-r-v-college-of-engineering-rvce-bangalore
22,Ramaiah Institute of Technology - [RIT],"₹ 86,226",COMEDK UGET, 8 ,(376 Reviews),['NBA'],"Bangalore,Karnataka",https://collegedunia.com/college/5621-ramaiah-institute-of-technology-rit-bangalore
23,International Institute of Information Technology - [IIIT-B],"₹ 196,000",JEE MAIN, 8.6 ,(27 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/25604-international-institute-of-information-technology-iiitb-bangalore
24,BMS College of Engineering - [BMSCE],"₹ 229,110",COMEDK UGET, 8.3 ,(190 Reviews),"['AICTE, COA, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/5540-bms-college-of-engineering-bmsce-bangalore
25,Karunya Institute of Technology and Sciences - [Karunya Deemed University],"₹ 218,500",JEE MAIN, 8.3 ,(190 Reviews),"['AICTE, COA, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/5540-bms-college-of-engineering-bmsce-bangalore
26,Kumaraguru College of Technology - [KCT],"₹ 100,200",TNEA, 8.3 ,(176 Reviews),"['AICTE, NBA']","Coimbatore,TamilNadu",https://collegedunia.com/college/14052-kumaraguru-college-of-technology-kct-coimbatore
27,Punjab Engineering College University of Technology - [PEC],"₹ 191,000",JEE MAIN, 8 ,(217 Reviews),['AICTE'],"Chandigarh,Chandigarh",https://collegedunia.com/university/25424-punjab-engineering-college-university-of-technology-pec-chandigarh
28,Jaypee Institute of Information Technology University - [JIIT],"₹ 236,500",JEE MAIN, 8.1 ,(586 Reviews),"['AICTE, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/25953-jaypee-institute-of-information-technology-university-jiit-noida
29,Indian Institute of Information Technology - [IIIT],"₹ 104,000",JEE MAIN, 8.7 ,(586 Reviews),"['AICTE, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/25953-jaypee-institute-of-information-technology-university-jiit-noida
30,Dayalbagh Educational Institute Faculty of Engineering,"₹ 51,300",JEE MAIN, 8.7 ,(586 Reviews),"['AICTE, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/25953-jaypee-institute-of-information-technology-university-jiit-noida
31,Mepco Schlenk Engineering College,"₹ 134,000",TNEA, 8.1 ,(58 Reviews),['NBA'],"Sivakasi,TamilNadu",https://collegedunia.com/college/14325-mepco-schlenk-engineering-college-sivakasi
32,Sri Venkateswara University College of Engineering,"₹ 16,395",AP EAPCET, 7.9 ,(88 Reviews),['AICTE'],"Tirupati,AndhraPradesh",https://collegedunia.com/college/57751-sri-venkateswara-university-college-of-engineering-tirupati
33,International Institute of Information Technology - [IIIT-B],"₹ 196,000",JEE MAIN, 8.6 ,(27 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/25604-international-institute-of-information-technology-iiitb-bangalore
34,BMS College of Engineering - [BMSCE],"₹ 229,110",COMEDK UGET, 8.3 ,(190 Reviews),"['AICTE, COA, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/5540-bms-college-of-engineering-bmsce-bangalore
35,Karunya Institute of Technology and Sciences - [Karunya Deemed University],"₹ 218,500",JEE MAIN, 8.3 ,(190 Reviews),"['AICTE, COA, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/5540-bms-college-of-engineering-bmsce-bangalore
36,Kumaraguru College of Technology - [KCT],"₹ 100,200",TNEA, 8.3 ,(176 Reviews),"['AICTE, NBA']","Coimbatore,TamilNadu",https://collegedunia.com/college/14052-kumaraguru-college-of-technology-kct-coimbatore
37,Punjab Engineering College University of Technology - [PEC],"₹ 191,000",JEE MAIN, 8 ,(217 Reviews),['AICTE'],"Chandigarh,Chandigarh",https://collegedunia.com/university/25424-punjab-engineering-college-university-of-technology-pec-chandigarh
38,Jaypee Institute of Information Technology University - [JIIT],"₹ 236,500",JEE MAIN, 8.1 ,(586 Reviews),"['AICTE, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/25953-jaypee-institute-of-information-technology-university-jiit-noida
39,Indian Institute of Information Technology - [IIIT],"₹ 104,000",JEE MAIN, 8.7 ,(586 Reviews),"['AICTE, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/25953-jaypee-institute-of-information-technology-university-jiit-noida
40,Dayalbagh Educational Institute Faculty of Engineering,"₹ 51,300",JEE MAIN, 8.7 ,(586 Reviews),"['AICTE, UGC']","Noida,UttarPradesh",https://collegedunia.com/university/25953-jaypee-institute-of-information-technology-university-jiit-noida
41,Mepco Schlenk Engineering College,"₹ 134,000",TNEA, 8.1 ,(58 Reviews),['NBA'],"Sivakasi,TamilNadu",https://collegedunia.com/college/14325-mepco-schlenk-engineering-college-sivakasi
42,Sri Venkateswara University College of Engineering,"₹ 16,395",AP EAPCET, 7.9 ,(88 Reviews),['AICTE'],"Tirupati,AndhraPradesh",https://collegedunia.com/college/57751-sri-venkateswara-university-college-of-engineering-tirupati
43,Dhirubhai Ambani Institute of Information and Communication Technology - [DA-IICT],"₹ 172,000",JEE MAIN, 8.7 ,(64 Reviews),['AIU'],"Gandhinagar,Gujarat",https://collegedunia.com/university/25484-dhirubhai-ambani-institute-of-information-and-communication-technology-daiict-gandhinagar
44,Bharati Vidyapeeth Deemed University - [BVDU],"₹ 120,000",JEE MAIN, 7.6 ,(64 Reviews),['AIU'],"Gandhinagar,Gujarat",https://collegedunia.com/university/25484-dhirubhai-ambani-institute-of-information-and-communication-technology-daiict-gandhinagar
45,Hindustan Institute of Technology and Science - [HITS],"₹ 229,500",HITSEEE, 6.6 ,(203 Reviews),"['COA, UGC, NBA, AIU']","Chennai,TamilNadu",https://collegedunia.com/university/25879-hindustan-institute-of-technology-and-science-hits-chennai
46,C. V. Raman Global University,"₹ 175,000",JEE MAIN, 7.7 ,(238 Reviews),"['AICTE, UGC, NBA']","Bhubaneswar,Orissa",https://collegedunia.com/university/13147-c-v-raman-global-university-bhubaneswar
47,Sri Krishna College of Engineering and Technology - [SKCET],"₹ 50,000",TNEA, 8.2 ,(65 Reviews),"['AICTE, UGC, NBA, MHRD']","Coimbatore,TamilNadu",https://collegedunia.com/college/15222-sri-krishna-college-of-engineering-and-technology-skcet-coimbatore
48,Kongu Engineering College - [KEC],"₹ 60,000",TNEA, 8.3 ,(146 Reviews),"['AICTE, NBA']","Erode,TamilNadu",https://collegedunia.com/college/14023-kongu-engineering-college-kec-erode
49,Vignan's Foundation for Science,"₹ 120,000",VSAT, 8.3 ,(924 Reviews),"['AICTE, UGC']","Guntur,AndhraPradesh",https://collegedunia.com/university/25384-vignans-foundation-for-science-technology-and-research-guntur
50,Bannari Amman Institute of Technology - [BIT],"₹ 60,000",TNEA, 8.4 ,(97 Reviews),"['AICTE, NBA']","Sathyamangalam,TamilNadu",https://collegedunia.com/college/12991-bannari-amman-institute-of-technology-bit-sathyamangalam
51,Institute of Engineering and Management - [IEM],"₹ 178,400",WBJEE, 8 ,(640 Reviews),"['AICTE, NBA']","Kolkata,WestBengal",https://collegedunia.com/college/13834-institute-of-engineering-and-management-iem-kolkata
52,Sona College of Technology,"₹ 55,000",TNEA, 8.4 ,(75 Reviews),"['AICTE, UGC, NBA']","Salem,TamilNadu",https://collegedunia.com/college/15174-sona-college-of-technology-salem
53,Chaitanya Bharathi Institute of Technology - [CBIT],"₹ 186,733",JEE MAIN, 8.2 ,(224 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/13190-chaitanya-bharathi-institute-of-technology-cbit-hyderabad
54,New Horizon College of Engineering - [NHCE],"₹ 1,000,000",KCET, 8.6 ,(151 Reviews),"['AICTE, UGC, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/14483-new-horizon-college-of-engineering-nhce-bangalore
55,Veermata Jijabai Technological Institute - [VJTI],"₹ 68,161",MHT CET, 7.9 ,(152 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/28202-veermata-jijabai-technological-institute-vjti-mumbai
56,JNTUK University College of Engineering,"₹ 10,000",AP EAPCET, 7.9 ,(62 Reviews),['AICTE'],"EastGodavari,AndhraPradesh",https://collegedunia.com/college/45700-jntuk-university-college-of-engineering-kakinada-east-godavari
57,Graphic Era University,"₹ 236,400",JEE MAIN, 7.9 ,(62 Reviews),['AICTE'],"EastGodavari,AndhraPradesh",https://collegedunia.com/college/45700-jntuk-university-college-of-engineering-kakinada-east-godavari
58,GH Raisoni College of Engineering - [GHRCE],"₹ 161,330",JEE MAIN, 8.6 ,(259 Reviews),"['AICTE, NBA']","Nagpur,Maharashtra",https://collegedunia.com/college/13492-gh-raisoni-college-of-engineering-ghrce-nagpur
59,Mukesh Patel School of Technology Management and Engineering - [MPSTME],"₹ 350,000",JEE MAIN, 8.6 ,(259 Reviews),"['AICTE, NBA']","Nagpur,Maharashtra",https://collegedunia.com/college/13492-gh-raisoni-college-of-engineering-ghrce-nagpur
60,Sardar Patel Institute of Technology - [SPIT],"₹ 172,804",JEE MAIN, 8.1 ,(48 Reviews),['AICTE'],"Mumbai,Maharashtra",https://collegedunia.com/college/14948-sardar-patel-institute-of-technology-spit-mumbai
61,Faculty of Engineering and Technology,"₹ 180,000",JAIN ENTRANCE TEST, 8.1 ,(48 Reviews),['AICTE'],"Bangalore,Karnataka",https://collegedunia.com/college/14976-faculty-of-engineering-and-technology-jain-university-fet-ju-bangalore
62,Shri Ramdeobaba College of Engineering and Management - [RCOEM],"₹ 165,500",JEE MAIN, 8.1 ,(201 Reviews),['AICTE'],"Nagpur,Maharashtra",https://collegedunia.com/college/15096-shri-ramdeobaba-college-of-engineering-and-management-rcoem-nagpur
63,Vallurupalli Nageswara Rao Vignana Jyothi Institute of Engineering and Technology - [VNR VJIET],"₹ 131,000",TS EAMCET, 8.5 ,(376 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/45855-vallurupalli-nageswara-rao-vignana-jyothi-institute-of-engineering-and-technology-vnr-vjiet-hyderabad
64,National Institute of Food Technology Entrepreneurship and Management - [NIFTEM],"₹ 171,550",JEE MAIN, 8.2 ,(19 Reviews),"['AICTE, UGC']","Sonepat,Haryana",https://collegedunia.com/university/25539-national-institute-of-food-technology-entrepreneurship-and-management-niftem-sonepat
65,Sri Jayachamarajendra College of Engineering - [SJCE],"₹ 475,000",COMEDK UGET, 8.3 ,(82 Reviews),"['AICTE, NBA']","Mysore,Karnataka",https://collegedunia.com/college/15219-sri-jayachamarajendra-college-of-engineering-sjce-mysore
66,Jaypee University of Information Technology - [JUIT],"₹ 241,000",JEE MAIN, 8 ,(144 Reviews),"['AICTE, UGC, NBA, AIU']","Solan,HimachalPradesh",https://collegedunia.com/university/25561-jaypee-university-of-information-technology-juit-solan
67,University Institute of Engineering,"₹ 177,000",JEE MAIN, 8.4 ,(20 Reviews),"['AICTE, NBA']","Chandigarh,Chandigarh",https://collegedunia.com/college/57085-university-institute-of-engineering-chandigarh-university-uie-chandigarh
68,School of Engineering and Technology,"₹ 268,000",JEE MAIN, 8.4 ,(20 Reviews),"['AICTE, NBA']","Chandigarh,Chandigarh",https://collegedunia.com/college/57085-university-institute-of-engineering-chandigarh-university-uie-chandigarh
69,Lovely Professional University - [LPU],"₹ 168,000",LPUNEST, 8.2 ,(2412 Reviews),"['NCTE, COA, PCI, IAP, BCI']","Jalandhar,Punjab",https://collegedunia.com/university/25787-lovely-professional-university-lpu-jalandhar
70,St. Joseph College Of Engineering,"₹ 60,000",TNEA, 8.3 ,(3 Reviews),['AICTE'],"Kanchipuram,TamilNadu",https://collegedunia.com/college/57841-st-joseph-college-of-engineering-kanchipuram
71,Saveetha Engineering College - [SEC],"₹ 85,000",TNEA, 8 ,(114 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/14967-saveetha-engineering-college-sec-chennai
72,Sri Sairam Engineering College,"₹ 50,000",TNEA, 8.2 ,(126 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/15258-sri-sairam-engineering-college-chennai
73,NMAM Institute of Technology - [NMAMIT],"₹ 163,000",COMEDK UGET, 8 ,(90 Reviews),['NBA'],"Udupi,Karnataka",https://collegedunia.com/college/56066-nmam-institute-of-technology-nmamit-udupi
74,CVR College of Engineering,"₹ 115,000",TS EAMCET, 8.3 ,(177 Reviews),['AICTE'],"Rangareddy,Telangana",https://collegedunia.com/college/13148-cvr-college-of-engineering-ibrahimpatnam-rangareddy
75,Yeshwantrao Chavan College of Engineering - [YCCE],"₹ 163,801",JEE MAIN, 7.9 ,(187 Reviews),"['AICTE, NBA']","Nagpur,Maharashtra",https://collegedunia.com/college/15508-yeshwantrao-chavan-college-of-engineering-ycce-nagpur
76,Institute of Technology,"₹ 206,250",JEE MAIN, 8.3 ,(63 Reviews),['NBA'],"Ahmedabad,Gujarat",https://collegedunia.com/college/24100-institute-of-technology-nirma-university-ahmedabad
77,Sant Longowal Institute of Engineering and Technology - [SLIET],"₹ 81,000",SLIET SET, 7.6 ,(168 Reviews),"['AICTE, MHRD']","Sangrur,Punjab",https://collegedunia.com/university/25793-sant-longowal-institute-of-engineering-and-technology-sliet-sangrur
78,B.S. Abdur Rahman Crescent Institute of Science & Technology - [BSAU],"₹ 85,000",CIEAT, 8.4 ,(99 Reviews),"['AICTE, UGC, NBA, AIU']","Chennai,TamilNadu",https://collegedunia.com/university/25870-bs-abdur-rahman-crescent-institute-of-science-and-technology-bsau-chennai
79,Sri Ramakrishna Engineering College - [SREC],"₹ 55,000",TNEA, 8.2 ,(63 Reviews),"['AICTE, NBA']","Coimbatore,TamilNadu",https://collegedunia.com/college/15243-sri-ramakrishna-engineering-college-srec-coimbatore
80,Institute of Aeronautical Engineering - [IARE],"₹ 110,000",TS EAMCET, 8.3 ,(193 Reviews),['AICTE'],"Hyderabad,Telangana",https://collegedunia.com/college/7153-institute-of-aeronautical-engineering-iare-hyderabad
81,Nitte Meenakshi Institute of Technology - [NMIT],"₹ 450,000",COMEDK UGET, 7.8 ,(169 Reviews),"['AICTE, UGC, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/14500-nitte-meenakshi-institute-of-technology-nmit-bangalore
82,Sri Venkateswara College of Engineering - [SVCE],"₹ 85,200",TNEA, 8.2 ,(133 Reviews),"['AICTE, NBA']","Sriperumbudur,TamilNadu",https://collegedunia.com/college/15281-sri-venkateswara-college-of-engineering-svce-sriperumbudur
83,Rajalakshmi Engineering College - [REC],"₹ 50,000",TNEA, 7.1 ,(118 Reviews),"['AICTE, NBA']","Chennai,TamilNadu",https://collegedunia.com/college/55671-rajalakshmi-engineering-college-rec-chennai
84,PES University - [PESU],"₹ 350,000",KCET, 8 ,(318 Reviews),"['AICTE, UGC']","Bangalore,Karnataka",https://collegedunia.com/university/28294-pes-university-pesu-bangalore
85,Heritage Institute of Technology - [HIT],"₹ 116,200",WBJEE, 7.8 ,(346 Reviews),"['AICTE, NBA']","Kolkata,WestBengal",https://collegedunia.com/college/13708-heritage-institute-of-technology-hit-kolkata
86,Sri Krishna College of Technology - [SKCT],"₹ 200,000",TNEA, 8.4 ,(257 Reviews),"['AICTE, UGC, NBA']","Coimbatore,TamilNadu",https://collegedunia.com/college/15223-sri-krishna-college-of-technology-skct-coimbatore
87,PSNA College of Engineering and Technology,"₹ 200,000",JEE MAIN, 8.4 ,(51 Reviews),"['AICTE, NBA']","Dindigul,TamilNadu",https://collegedunia.com/college/24315-psna-college-of-engineering-and-technology-dindigul
88,BV Raju Institute of Technology - [BVRIT],"₹ 120,000",TS EAMCET, 8.5 ,(360 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/24327-bv-raju-institute-of-technology-bvrit-hyderabad
89,University of Petroleum and Energy Studies - [UPES],"₹ 352,000",UPESEAT, 8.1 ,(472 Reviews),"['BCI, UGC, AIU']","Dehradun,Uttarakhand",https://collegedunia.com/university/25997-university-of-petroleum-and-energy-studies-upes-dehradun
90,Vardhaman College of Engineering - [VCE],"₹ 125,000",TS EAMCET, 8.1 ,(186 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/19133-vardhaman-college-of-engineering-vce-hyderabad
91,BMS Institute of Technology and Management - [BMSIT],"₹ 200,000",COMEDK UGET, 8 ,(148 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/12944-bms-institute-of-technology-and-management-bmsit-bangalore
92,B. N. M. Institute of Technology - [BNMIT],"₹ 65,360",COMEDK UGET, 7.5 ,(74 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/12946-b-n-m-institute-of-technology-bnmit-bangalore
93,KLE Technological University,"₹ 89,473",COMEDK UGET, 8.3 ,(129 Reviews),"['AICTE, UGC']","Hubli,Karnataka",https://collegedunia.com/university/12953-kle-technological-university-hubli
94,RMK Engineering College - [RMKEC],"₹ 55,000",TNEA, 8.1 ,(147 Reviews),"['AICTE, NBA']","Thiruvallur,TamilNadu",https://collegedunia.com/college/14660-rmk-engineering-college-rmkec-thiruvallur
95,MIT World Peace University - [MITWPU],"₹ 310,000",JEE MAIN, 7.9 ,(548 Reviews),"['AICTE, UGC, NBA']","Pune,Maharashtra",https://collegedunia.com/university/18416-mit-world-peace-university-mitwpu-pune
96,Vishwakarma Institute of Information Technology - [VIIT],"₹ 168,784",JEE MAIN, 7.9 ,(548 Reviews),"['AICTE, UGC, NBA']","Pune,Maharashtra",https://collegedunia.com/university/18416-mit-world-peace-university-mitwpu-pune
97,Anurag University,"₹ 250,000",JEE MAIN, 7.6 ,(284 Reviews),"['AICTE, PCI, UGC, NBA']","Hyderabad,Telangana",https://collegedunia.com/university/13149-anurag-university-hyderabad
98,Narula Institute of Technology - [NIT Agarpara],"₹ 145,959",JEE MAIN, 8 ,(292 Reviews),"['AICTE, NBA']","Kolkata,WestBengal",https://collegedunia.com/college/14438-narula-institute-of-technology-nit-agarpara-kolkata
99,PES College of Engineering - [PESCE],"₹ 76,800",COMEDK UGET, 8 ,(390 Reviews),"['AICTE, NBA']","Mandya,Karnataka",https://collegedunia.com/college/14554-pes-college-of-engineering-pesce-mandya
100,Sree Vidyanikethan Engineering College - [SVEC],"₹ 280,000",AP EAPCET, 8.4 ,(384 Reviews),"['AICTE, NBA']","Tirupati,AndhraPradesh",https://collegedunia.com/college/15198-sree-vidyanikethan-engineering-college-svec-tirupati
101,Manav Rachna International Institute Of Research And Studies,"₹ 196,500",JEE MAIN, 7.4 ,(26 Reviews),['AICTE'],"Faridabad,Haryana",https://collegedunia.com/college/28945-manav-rachna-international-institute-of-research-and-studies-faculty-of-engineering-and-technology-mriirsfet-faridabad
102,Vasavi College of Engineering,"₹ 130,000",TS EAMCET, 7.8 ,(203 Reviews),['AICTE'],"Hyderabad,Telangana",https://collegedunia.com/college/24580-vasavi-college-of-engineering-hyderabad
103,CMR Institute of Technology - [CMRIT],"₹ 1,000,000",JEE MAIN, 8 ,(290 Reviews),"['AICTE, NBA']","Bangalore,Karnataka",https://collegedunia.com/college/13134-cmr-institute-of-technology-cmrit-bangalore
104,G. Pulla Reddy Engineering College - [GPREC],"₹ 80,000",AP EAPCET, 8.4 ,(97 Reviews),"['AICTE, UGC, NBA']","Kurnool,AndhraPradesh",https://collegedunia.com/college/13480-g-pulla-reddy-engineering-college-gprec-kurnool
105,Haldia Institute of Technology - [HIT],"₹ 117,700",WBJEE, 7.8 ,(442 Reviews),"['AICTE, NBA']","Haldia,WestBengal",https://collegedunia.com/college/13695-haldia-institute-of-technology-hit-haldia
106,Ramrao Adik Institute of Technology - [RAIT],"₹ 325,000",JEE MAIN, 8.5 ,(114 Reviews),['AICTE'],"NaviMumbai,Maharashtra",https://collegedunia.com/college/14751-ramrao-adik-institute-of-technology-rait-navi-mumbai
107,Sri Venkateswara College of Engineering and Technology - [SVCET],"₹ 48,000",AP EAPCET, 7.9 ,(65 Reviews),"['AICTE, NBA']","Chittoor,AndhraPradesh",https://collegedunia.com/college/15286-sri-venkateswara-college-of-engineering-and-technology-svcet-chittoor
108,The National Institute of Engineering - [NIE],"₹ 44,090",COMEDK UGET, 8.2 ,(179 Reviews),"['AICTE, UGC']","Mysore,Karnataka",https://collegedunia.com/college/15466-the-national-institute-of-engineering-nie-mysore
109,North Eastern Regional Institute of Science and Technology - [NERIST],"₹ 12,460",NERIST ENTRANCE EXAM, 7 ,(17 Reviews),"['AICTE, UGC']","Itanagar,ArunachalPradesh",https://collegedunia.com/university/25388-north-eastern-regional-institute-of-science-and-technology-nerist-itanagar
110,Velagapudi Ramakrishna Siddhartha Engineering College - [VRSEC],"₹ 71,050",AP EAPCET, 8.2 ,(214 Reviews),"['AICTE, NBA']","Vijayawada,AndhraPradesh",https://collegedunia.com/college/28297-velagapudi-ramakrishna-siddhartha-engineering-college-vrsec-vijayawada
111,Dr. Mahalingam College of Engineering & Technology - [MCET],"₹ 50,000",TNEA, 7.4 ,(48 Reviews),"['AICTE, NBA']","Pollachi,TamilNadu",https://collegedunia.com/college/13393-dr-mahalingam-college-of-engineering-and-technology-mcet-pollachi
112,Gokaraju Rangaraju Institute of Engineering and Technology [GRIET],"₹ 140,000",TS EAMCET, 8.1 ,(244 Reviews),"['AICTE, NBA']","Hyderabad,Telangana",https://collegedunia.com/college/13570-gokaraju-rangaraju-institute-of-engineering-and-technology-griet-hyderabad
113,K. J. Somaiya College of Engineering - [KJSCE],"₹ 286,000",JEE MAIN, 8.2 ,(582 Reviews),['UGC'],"Mumbai,Maharashtra",https://collegedunia.com/college/13916-k-j-somaiya-college-of-engineering-kjsce-mumbai
114,Kakatiya Institute of Technology & Science - [KITSW],"₹ 125,000",TS EAMCET, 8.2 ,(187 Reviews),"['AICTE, NBA']","Warangal,Telangana",https://collegedunia.com/college/13955-kakatiya-institute-of-technology-and-science-kitsw-warangal
115,Shri Vishnu Engineering College for Women - [SVECW],"₹ 70,000",AP EAPCET, 8.8 ,(41 Reviews),"['AICTE, NBA']","Bhimavaram,AndhraPradesh",https://collegedunia.com/college/15116-shri-vishnu-engineering-college-for-women-svecw-bhimavaram
116,Alliance College of Engineering and Design,"₹ 800,000",JEE MAIN, 7.3 ,(20 Reviews),['AICTE'],"Bangalore,Karnataka",https://collegedunia.com/college/28379-alliance-college-of-engineering-and-design-bangalore
117,Saveetha School of Engineering - [SSE],"₹ 45,000",JEE MAIN, 7.3 ,(20 Reviews),['AICTE'],"Bangalore,Karnataka",https://collegedunia.com/college/28379-alliance-college-of-engineering-and-design-bangalore
118,Pimpri Chinchwad College of Engineering - [PCCOE],"₹ 146,086",JEE MAIN, 8 ,(216 Reviews),"['AICTE, NBA']","Pune,Maharashtra",https://collegedunia.com/college/14564-pimpri-chinchwad-college-of-engineering-pccoe-pune
119,Basaveshwar Engineering College - [BEC],"₹ 65,340",JEE MAIN, 7.7 ,(55 Reviews),"['AICTE, NBA']","Bagalkot,Karnataka",https://collegedunia.com/college/13006-basaveshwar-engineering-college-bec-bagalkot
